"unique_id","f_name_english","f_name_arabic","facility_category_name_english","facility_category_name_arabic","facilitysubcategorynameenglish","facilitysubcategorynamearabic","address_line_one","address_line_two_english","address_line_two_arabic","po_box","website","telephone_1","telephone_2","fax","expiry_date","status","area_id","x_coordinate","y_coordinate","email","area_english","area_arabic"
"0000335","Cavallo Clinic L L C","عياده كفالو ش ذ م م","Plastic Surgery","الجراحة التجميلية","Polyclinic (Multiple Specialties)","مركز طبي (مُتعدِّد التخصُّصات)","Mohamed Ahmed Bin Fahad","Al Raaji Street 77","UMM SUQEIM FIRST","","","055-55-33633","","","","FAC_ACT","119","25.165322497510505","55.223246701113155","info@cavalloclinic.ae","UMM SUQEIM FIRST","UMM SUQEIM FIRST"
"0000343","The White House Clinic LLC","عيادة البيت الأبيض ش ذ م م","Obstetrics and Gynecology","أمراض النساء والولادة","Polyclinic (Multiple Specialties)","مركز طبي (مُتعدِّد التخصُّصات)","20 Compound -The White House Clinic LLC","Wisadeh Street 99","UMM SUQEIM THIRD","","","050-242-4418","","","","FAC_ACT_AEX","127","25.134549010568424","55.19943924625888","info@thewhitehouseclinic.com","UMM SUQEIM THIRD","UMM SUQEIM THIRD"
"0000347","Dibber Hills Early Childhood Center L.L.C","مركز ديبر هيلز للطفولة المبكرة ش.ذ.م.م","Nursing","التمريض","School clinic","عيادة مدرسية أو عيادة في مؤسسة تعليمية","Akoya Nursery- Creakids Early Learning Centre,","Hessa st ","AL HEBIAH THIRD","","https://www.edu.dibber.com/dibber-nursery/damac-hills","043684130","","","","FAC_ACT","220","25.01086315823145","55.25524242032897","clinic.dhm@dibber.com","AL HEBIAH THIRD","AL HEBIAH THIRD"
"0000348","Advanced Care Plus Pharmacy L L C","صيدليّة ادفانسد كير بلس ش د م م","Pharmacy","الصيدلة","Community/Retail Pharmacy","صيدلية","Awkaf Building","16 Street","JABAL ALI INDUSTRIAL FIRST","","","065442220","","","","FAC_ACT","192","25.010064714611516","55.103531330875214","ADMIN@ACUAE.ORG","JABAL ALI INDUSTRIAL FIRST","JABAL ALI INDUSTRIAL FIRST"
"0000355","Dr Inas Nutrition Center","مركز د ايناس للتغذيه","Clinical Dietetics and Nutrition","التغذية والتغذية السريرية","Clinical Support (2 Specs or more) Center","مركز خدمات صحية مساندة (تخصصين فأكثر)","Uptown Mall","al geriatric ","Mirdif","","","971508748071+","","","","FAC_ACT","86","25.22284342881246","55.42451731063357","inas@drinasnutrition.com","Mirdif","Mirdif"
"0000385","New Mazaya Pharmacy","صيدلية نيو مزايا","Pharmacy","الصيدلة","Community/Retail Pharmacy","صيدلية","Mazaya Centre","Sheikh Zayed Road 164","Al Wasl","","www.life-me.com","971-50-4541801","","","","FAC_ACT","112","25.198996705993668","55.26559536009472","newmazayaphy@life-me.com","Al Wasl","Al Wasl"
"0000411","German Dental And Neuromuscular Clinic DMCC","العيادة الألمانية لطب الأسنان و النيوروموسكولار م د م س","Periodontics","أمراض وجراحة اللثة","Polyclinic (Multiple Specialties)","مركز طبي (مُتعدِّد التخصُّصات)","Tiffany Towers","JLT Cluster W W2","Jumeira Lakes Towers","","www.germandent.com","971-50-6448594","","","","FAC_ACT","140","25.077126397829982","55.14967526868478","nassouti@yahoo.com","Jumeira Lakes Towers","Jumeira Lakes Towers"
"0000420","Dr Shyams Ayurveda Centre Branch","طبيب الأيورفيدا شيام مركز فرع","Ayurvedic Medicine","طب الهندي التقليدي","Traditional Complementary & Alternative Medicine (TCAM) Facilities (1 Spec)","مركز طب بديل (تخصص واحد)","Sundosa Al Nahda","24 Street","AL NAHDA SECOND","","www.drshyamayurveda.com","042207003/042207063","","","","FAC_ACT_AEX","77","25.296713800705717","55.37746002111435","info@drshyamayurveda.com","AL NAHDA SECOND","AL NAHDA SECOND"
"0000422","Platinum Medical Center","مركز بلاتينوم الطبي","Prosthodontics","التعويضات السنية","Polyclinic (Multiple Specialties)","مركز طبي (مُتعدِّد التخصُّصات)","Unit 4- Building R262","Jumeira Street 152","JUMEIRA FIRST","","www.eve-ivf.com","971-50-3039478","","","","FAC_ACT_AEX","106","25.220517709945593","55.25432544780938","platinummedicalcenterdxb@gmail.com","JUMEIRA FIRST","JUMEIRA FIRST"
"0000426","Oris Dental Center Branch","مركز اوريس لطب الاسنان فرع","General Dentistry","طب أسنان عام","Polyclinic (Multiple Specialties)","مركز طبي (مُتعدِّد التخصُّصات)","Um Sequem 5 Villas","Jumeirah Street","UMM SUQEIM THIRD","","www.orisdentalcenter.ae","971-4380990","","","","FAC_ACT_AEX","127","25.139560005650985","55.190513860485694","jumeirah@orisdentalcenter.ae","UMM SUQEIM THIRD","UMM SUQEIM THIRD"
"0000433","Boots Festival City Pharmacy Br Of Alshaya International Co LLC","صيدلية بووتس فستيفال سيتي فرع من شركة الشايع العالمية ذ.م.م","Pharmacy","الصيدلة","Community/Retail Pharmacy","صيدلية","Festival Waterpoint Center","Dubai festival city mall","Dubai Festival City","","","971-050-5541050","","","","FAC_ACT_AEX","142","25.22230983283093","55.35389435180057","healthauthority.uae@alshaya.com","Dubai Festival City","Dubai Festival City"
"0000437","Medicom Pharmacy 31","صيدلية مديكوم","Pharmacy","الصيدلة","Community/Retail Pharmacy","صيدلية","Ahmed Ramadha Juma","8a Street 71","Al Satwa","","","0545567481","","","","FAC_ACT_AEX","13","25.230819756667387","55.27189855789462","medicom31@med7healthcare.com","Al Satwa","Al Satwa"
"0000497","Al Manara Almanzil Pharmacy","صيدلية المنارة المنزل","Pharmacy","الصيدلة","Community/Retail Pharmacy","صيدلية","Dukkan Al Manzil","Shaikh Mohammed bin Rashid Boulevard","BURJ DUBAI","","https://emanara.com/","04 3621161","","","","FAC_ACT","253","25.191019039589428","55.27756985624926","almanzil@manarapharma.ae","BURJ DUBAI","BURJ DUBAI"
"0000507","Almiskpharmacy","صيدلية المسك","Pharmacy","الصيدلة","Community/Retail Pharmacy","صيدلية","building F02","china cluster ","WARSAN FIRST","","","009-55-6072760","","","","FAC_ACT_AEX","158","25.16482658220936","55.41522287768816","almiskpharmacy2014@gmail.com","WARSAN FIRST","WARSAN FIRST"
"0000520","Bearys Pharmacy","صيدلية بيريس","Pharmacy","الصيدلة","Community/Retail Pharmacy","صيدلية","Latifa Ali Mohammed","Hor Al Anz Street 23","HOR AL ANZ","","","042661090","","","","FAC_ACT","28","25.27767667083561","55.331373922578365","bearyspharmacy@gmail.com","HOR AL ANZ","HOR AL ANZ"
"0000532","Chubby Cheeks Nursery Branch","حضانة تشيبى تشيكس فرع","Nursing","التمريض","School clinic","عيادة مدرسية أو عيادة في مؤسسة تعليمية","Ali Salm Obid","13 Street","AL NAHDA FIRST","","","971-55-9001004","","","","FAC_ACT_AEX","73","25.29738645374914","55.36452950971815","roshi_rt@yahoo.com","AL NAHDA FIRST","AL NAHDA FIRST"
"0000536","Kidz Mate Nursery","حضانة كدز ميتى","Nursing","التمريض","School clinic","عيادة مدرسية أو عيادة في مؤسسة تعليمية","Al Mamzar","Baghdad Street","AL MAMZAR","","www.kidz-mate.com","971-50-3171439","","","","FAC_ACT_AEX","946","25.28967185332682","55.35770915295683","lizmailz@gmail.com","AL MAMZAR","AL MAMZAR"
"0000548","Al Garhoud Hospital Pharmacy","صيدلية مستشفى القرهود","Pharmacy","الصيدلة","Community/Retail Pharmacy","صيدلية","Al Garhoud Private Hospital","شارع 8 3","Al Garhoud","","","971-55-8009009","","","","FAC_ACT_AEX","45","25.250647320658565","55.34184725372622","PHA-DHA-Notifications@hmsco.ae","Al Garhoud","Al Garhoud"
"0000583","New Health Call JLT","نيو هيلث كول ا ب ج","General Dentistry","طب أسنان عام","Polyclinic (Multiple Specialties)","مركز طبي (مُتعدِّد التخصُّصات)","Red Diamond","First Al Khail Street 1","Jumeira Lakes Towers","","www.Healthcalldubai.ae","971-502988996","","","","FAC_ACT","140","25.07787817989189","55.155195840698944","General.manager@healthcalldubai.ae","Jumeira Lakes Towers","Jumeira Lakes Towers"
"0000593","East Hill Pharmacy LLC","صيدلية ايست هيل ش.ذ.م.م","Pharmacy","الصيدلة","Community/Retail Pharmacy","صيدلية","Awqaf Building","jebel Ali","JABAL ALI INDUSTRIAL FIRST","","","971-50-7150159","","","","FAC_ACT","192","25.00258751215879","55.10846290742523","doctor53@eim.ae","JABAL ALI INDUSTRIAL FIRST","JABAL ALI INDUSTRIAL FIRST"
"0000601","Clinica JoeLLE","كلينيكا جويل","Plastic Surgery","الجراحة التجميلية","Polyclinic (Multiple Specialties)","مركز طبي (مُتعدِّد التخصُّصات)","Arenco 8","Al Nessnass Street 8","JUMEIRA THIRD","","www.clinicajoelle.com","‭+971 4 338 8904‬","","","","FAC_ACT","115","25.182872200484315","55.22564751024339","dha@clinicajoelle.com","JUMEIRA THIRD","JUMEIRA THIRD"
"0000625","Doctor Haitham Salman Salih Plastic Surgery Clinc","عيادة الدكتور هيثم سلمان صالح لجراحة التجميل","Plastic Surgery","الجراحة التجميلية","Specialty Clinic","عيادة تخصصية","Mai Tower Al Nahda First","Amman Street","AL NAHDA FIRST","","","971-50-8816064","","","","FAC_ACT","73","25.287759460031126","55.3654736974216","haythamadhami@yahoo.com","AL NAHDA FIRST","AL NAHDA FIRST"
"0000648","Real 10 Pharmacy","صيدلية ريل ١٠","Pharmacy","الصيدلة","Community/Retail Pharmacy","صيدلية","The Elite Business Centre","Al Seedaf Road 1","AL BARSHA FIRST","","","","","","","FAC_ACT","132","25.116398257188113","55.20639799740814","","AL BARSHA FIRST","AL BARSHA FIRST"
"0000670","American Medical Center","المركز الطبي الأمريكي","General Dentistry","طب أسنان عام","Polyclinic (Multiple Specialties)","مركز طبي (مُتعدِّد التخصُّصات)","Red Diamond-Pp-01-09","Al Sarayat Street","Jumeira Lakes Towers","","www.americanmedicalcenteruae.com","00971526410764","","","","FAC_ACT","140","25.07738593420777","55.155066349234176","dr.mangesh@americanmedicalcenteruae.com","Jumeira Lakes Towers","Jumeira Lakes Towers"
"0000672","PARAMOUNT DENTAL CLINIC L L C","عيادة برامونت للاسنان","General Dentistry","طب أسنان عام","General Dental Clinic","عيادة عامة لطب الأسنان","Farnek","al quo’s ","AL QOUZ THIRD","","","971-56-3131515","","","","FAC_ACT","121","25.15381414445596","55.24553535511272","mahmoodramahy@hotmail.com","AL QOUZ THIRD","AL QOUZ THIRD"
"0000676","Al Arafat Optical","العرفات للنظارات","Optometry","بصريات","Clinical Support (1 Spec) Center – Optical","مركز خدمات صحية مساندة (تخصص واحد) - بصريات","Al Attar Shopping Mall","Kuwait Street 16–18","Al Karama","","","971-050-5444066","","","","FAC_ACT","30","25.24567803344228","55.302232759073796","arafatoptic98@gmail.com","Al Karama","Al Karama"
"0000680","MEDICINA PHARMACY L.L.C (BRANCH)","صيدلية ميديسينا ش ذ م م فرع","Pharmacy","الصيدلة","Community/Retail Pharmacy","صيدلية","Api 1000","Al Wasl Road","UMM SUQEIM THIRD","","","","","","","FAC_ACT","127","25.139112705388236","55.20384418783262","","UMM SUQEIM THIRD","UMM SUQEIM THIRD"
"0000688","Belhasa Driving Center-Nad Alhamar","مركز بالحصا لتعليم قيادة السيارات ند الحمر","Optometry","بصريات","Clinical Support (1 Spec) Center – Optical","مركز خدمات صحية مساندة (تخصص واحد) - بصريات","Belhasa Driving Center"," ad Alhamar","NADD AL HAMAR","","www@saifbelhasagroup.com","971-55-4372929","","","","FAC_ACT","143","25.18639566698517","55.37820665585816","eyetest@bdc.ae","NADD AL HAMAR","NADD AL HAMAR"
"0000701","Credence High School LLC","مدرسة كريدنس الثانوية ش.ذ.م.م.","General Practice","طب عام","School clinic","عيادة مدرسية أو عيادة في مؤسسة تعليمية","Credence High School","al qouz ","AL QOUZ THIRD","","www.credencehighschool.com","971-55-1096978","","","","FAC_ACT","121","25.15250049068141","55.24875853215833","shaheen@credencehighschool.com","AL QOUZ THIRD","AL QOUZ THIRD"
"0000726","Aster Pharmacy 2 Br Of Aster Pharmacies Group LLC","صيدلية استر فرع من مجموعة صيدلية استر ش.ذ.م.م","Pharmacy","الصيدلة","Community/Retail Pharmacy","صيدلية","Inside Carrefore Market","70 Street","DUBAI INVESTMENT PARK FIRST","","www.asterpharmacy.com","04-8858044","","","","FAC_ACT","151","24.997821630079155","55.17567918898336","aster2@asterpharmacy.com","DUBAI INVESTMENT PARK FIRST","DUBAI INVESTMENT PARK FIRST"
"0000731","Aster Pharmacy 5 Br.Of Aster Pharmacies Group LLC","صيدلية استر فرع من مجموعة صيدلية استر ش.ذ.م.م","Pharmacy","الصيدلة","Community/Retail Pharmacy","صيدلية","Muhammad Ali Saeed Shaikh","CPD 29 ","WARSAN FIRST","","www.asterpharmacy.com","04-4473169","","","","FAC_ACT","158","25.16860528784468","55.40950273151189","aster5@asterpharmacy.com","WARSAN FIRST","WARSAN FIRST"
"0000758","Emirates British Nursery Fzco","الحضانة الإماراتية البريطانية ش م ح","Nursing","التمريض","School clinic","عيادة مدرسية أو عيادة في مؤسسة تعليمية","The Kensington Nursery","Cedre Villas E St 105/2","Nad Al Sheba","","","04 342 3399","","","","FAC_ACT","153","25.128077245452904","55.39726520934248","nurse_dso@ebn.ae","Nad Al Sheba","Nad Al Sheba"
"0000778","MEDICINA PHARMACY L.L.C (BRANCH)"," صيدلية ميديسينا ش ذ م م فرع","Pharmacy","الصيدلة","Community/Retail Pharmacy","صيدلية","Nesto Hypermarket Nadd Al Hamar Dubai","nad alhamar st","NADD AL HAMAR","","medicina.ae","971-52-9115105","","","","FAC_ACT_AEX","143","25.20055888688676","55.377514455519034","ihab@pharmalink.ae","NADD AL HAMAR","NADD AL HAMAR"
"0000781","Oxygen Home Health Care Center","مركز اوكسجين لخدمات الصحة المنزلية","Physiotherapy","علاج طبيعي","Home Healthcare Center","مركز خدمات الصحة المنزلية","SALAH ALDIN BUILDING","Salah Al Din Street 192","AL KHABAISI","","","971-54-4719339","","","","FAC_ACT_AEX","63","25.271198519709543","55.33543322008426","info@oxygenhc.com","AL KHABAISI","AL KHABAISI"
"0000785","Dubai International Driving Center","مركز دبي الدولي للسواقه","Optometry","بصريات","Clinical Support (1 Spec) Center – Optical","مركز خدمات صحية مساندة (تخصص واحد) - بصريات","Drive Dubai","77 Street 7/1","DUBAI INVESTMENT PARK SECOND","","  ...https://www.drivedubai.ae","971-48855040","","","","FAC_ACT_AEX","10","24.964206175323746","55.19133156778278","nizar@drivedubai.ae","DUBAI INVESTMENT PARK SECOND","DUBAI INVESTMENT PARK SECOND"
"0000788","Votre Slimming Therapy Center","فوتر مركز التخسيس العلاج","Nursing","التمريض","Clinical Support (1 Spec) Center","مركز خدمات صحية مساندة (تخصص واحد)","European Business Center","dip2","DUBAI INVESTMENT PARK SECOND","","","971-50-6227990","","","","FAC_ACT_AEX","10","25.00463285098997","55.15448766224898","info@votreslimmingspa.com","DUBAI INVESTMENT PARK SECOND","DUBAI INVESTMENT PARK SECOND"
"0000788","Votre Slimming Therapy Center","فوتر مركز التخسيس العلاج","Nursing","التمريض","Clinical Support (1 Spec) Center","مركز خدمات صحية مساندة (تخصص واحد)","European Business Center","dip2","DUBAI INVESTMENT PARK SECOND","","","971-50-6227990","","","","FAC_ACT_AEX","10","25.00463285098997","55.15448766224898","info@votreslimmingspa.com","DUBAI INVESTMENT PARK SECOND","DUBAI INVESTMENT PARK SECOND"
"0000789","Super   Care  Pharmacy    L.L.C (BRANCH)","صيدلية     سوبر كير ش   ذ م م    فرع","Pharmacy","الصيدلة","Community/Retail Pharmacy","صيدلية","Dubai Marina Mall","Al Marsa Street","Dubai Marina and Jumeira Beach","","","0508997793","","","","FAC_ACT_AEX","139","25.075882351980614","55.14077405450413","scdubaimarinamall@gmg.com","Dubai Marina and Jumeira Beach","Dubai Marina and Jumeira Beach"
"0000791","Super   Care   Pharmacy   L.L.C (BRANCH)","صيدلية سوبر   كير ش   ذ م م فرع","Pharmacy","الصيدلة","Community/Retail Pharmacy","صيدلية","Al Areesh Club Building","alBadia","Dubai Festival City","","","0549969336","","","","FAC_ACT_AEX","142","25.220348560274783","55.36544258711428","scbadia@gmg.com","Dubai Festival City","Dubai Festival City"
"0000796","Eureka Home Health Care Center","مركز يوريكا لخدمات الصحة المنزلية","Nursing","التمريض","Home Healthcare Center","مركز خدمات الصحة المنزلية","Business Point Building","4b Street 21/5","AL KHABAISI","","www.eurekahomehealthcare.com","971-42668222","","","","FAC_ACT_AEX","63","25.26028508498808","55.33555640949886","info@eurekahomehealthcare.com","AL KHABAISI","AL KHABAISI"
"0000804","Dewa","هيئة كهرباء و مياه دبي","Nursing","التمريض","School clinic","عيادة مدرسية أو عيادة في مؤسسة تعليمية","Dewa Head Office","sheikh Rashid  ","OUD METHA","","","971-503477744","","","","FAC_ACT_AEX","43","25.227604656441272","55.32418671436514","muna.ahmad@dewa.gov.ae","OUD METHA","OUD METHA"
"0000838","Oakfield Early Learning Centre","أواكفيلد إيرلي ليرنينغ سنتر جي إل تي","Nursing","التمريض","School clinic","عيادة مدرسية أو عيادة في مؤسسة تعليمية","Mazaya Business Avenue BB2","Al Worood 3 St 9","AL THANYAH FIFTH","","","971-50-5592011","","","","FAC_ACT","228","25.068847337063723","55.14587149349014","veneet.mohan@oakfieldedu.com","AL THANYAH FIFTH","AL THANYAH FIFTH"
"0000857","Dabi Smile Dental Clinic LLC","عيادة دبا سمايل لطب الأسنان ش ذم م","General Dentistry","طب أسنان عام","General Dental Clinic","عيادة عامة لطب الأسنان","Abd Al Kareem Rahma","Al Wasl Road","Al Wasl","","","971-56-6576662","","","","FAC_ACT_AEX","112","25.217453786187324","55.26084993039747","shagran75@yahoo.com","Al Wasl","Al Wasl"
"0000862","Milano Vision Optics LLC","ميلانو فيجن للنظارات ش ذ م م","Optometry","بصريات","Clinical Support (1 Spec) Center – Optical","مركز خدمات صحية مساندة (تخصص واحد) - بصريات","Building Al Sahoo Real Estate","6 Street 9","AL RIGGA","","","009-715-43215880","","","","FAC_ACT","14","25.267756297987326","55.31586186622627","mv.optics@hotmail.com","AL RIGGA","AL RIGGA"
"0000880","Optimum Diagnostic Clinic Dmcc","أوبتيموم دياغنوستيك كلينيك .د.م س س","General Dentistry","طب أسنان عام","Polyclinic (Multiple Specialties)","مركز طبي (مُتعدِّد التخصُّصات)","X3 Tower ,JLT","X3 Tower ","Jumeira Lakes Towers","","","971-050-4526486","","","","FAC_ACT","140","25.0798961837887","55.152773064354825","aldiyafaclinic@yahoo.com","Jumeira Lakes Towers","Jumeira Lakes Towers"
"0000898","Dubai British Foundation Kindergarten Br Taaleem","روضة دبي البريطانية فاونديشن فرع تعليم","Nursing","التمريض","School clinic","عيادة مدرسية أو عيادة في مؤسسة تعليمية","-","I1 Street","Emirates Hills","","www.dubaibritishfs.ae","971-50-5653574","","","","FAC_ACT","141","25.05298441497971","55.16909409974879","nurse@dubaibritishfs.ae","Emirates Hills","Emirates Hills"
"0000920","Essa Beauty JLT","عيسى بيوتي جي ال تي","Aesthetic/Beauty Therapy","العلاج التجميلي","Beauty Center Salon","مركز تجميل","Goldcrest Views 2","JLT Cluster J J1","Jumeira Lakes Towers","","www.essabeauty.com","971-050-5386143","","","","FAC_ACT","140","25.066927861131592","55.14094740744851","lydia@essabeauty.com","Jumeira Lakes Towers","Jumeira Lakes Towers"
"0000951","Hala Pharmacy 19","صيدلية هل۱۹","Pharmacy","الصيدلة","Community/Retail Pharmacy","صيدلية","P-17 International City","France P St 18","WARSAN FIRST","","www.life-me.com","971-50-4541801","","","","FAC_ACT","158","25.159788778221046","55.40374769701222","hala19intphy@life-me.com","WARSAN FIRST","WARSAN FIRST"
"0000964","Belhoul Speciality Hospital Pharmacy","صيدلية مستشفى بلهول التخصصي","","","Hospital Pharmacy","صيدلية مستشفى","Belhoul Speciality Hospital","2 Street 4","Al Baraha","","","971-50-4279889","","","","FAC_CAN","37","25.280462328159285","55.313199154355374","kmohammed@belhoulspeciality.com","Al Baraha","Al Baraha"
"0000973","Green Dental Lab","مختبر جرين للاسنان","Dental Lab - Dental Clinical Support","معمل أسنان","Clinical Support (1 Spec) Center – Dental Laboratory","مركز خدمات صحية مساندة (تخصص واحد) – معمل أسنان","Almaha/الشيخه خلود راشد المعلا","3b Street 13","AL BADA'","","","971-55-1587730","","","","FAC_ACT","107","25.236099170954983","55.27630973175113","nihadsabbagh@gmail.com","AL BADA'","AL BADA'"
"0001001","Bissan Dental Center L L C","مركز بيسان لطب الاسنان ش ذ م م","General Dentistry","طب أسنان عام","Polyclinic (Multiple Specialties)","مركز طبي (مُتعدِّد التخصُّصات)","Tameem House","Al Nahar 2 Street","AL THANYAH THIRD","","www.bissandentalcenter.com","971-043743388","","","","FAC_ACT","226","25.098836403363475","55.176330674491055","nevin.diab94@hotmail.com","AL THANYAH THIRD","AL THANYAH THIRD"
